Número de viajeros;Edad_media_viajeros;cantidad de niños;País_origen;Ingreso Familiar;Motivo Viaje;Presupuesto Viaje;Fecha Viaje;País Destino;;;;;;;;;;;
4;37;1;España;2622;Otros;2823;05-04-21;Francia;;;;;;;;;;;
4;32;1;México;2299;Ocio;1234;07-04-19;Estados Unidos;;;;;;;;;;;
3;50;3;México;2034;Ocio;1106;20-02-20;Colombia;;;;;;;;;;;
1;44;4;México;2205;Ocio;1479;06-04-21;Canadá;;;;;;;;;;;
4;43;2;Chile;2606;Ocio;1584;11-02-21;Brasil;;;;;;;;;;;
1;32;2;España;2635;Ocio;2333;05-04-19;Estados Unidos;;;;;;;;;;;
2;49;2;España;2714;Ocio;2134;18-09-19;Francia;;;;;;;;;;;
3;32;2;España;2684;Negocios;2112;03-04-20;Estados Unidos;;;;;;;;;;;
1;47;4;México;2334;Ocio;1095;03-04-20;Colombia;;;;;;;;;;;
4;39;1;Chile;2875;Negocios;1575;24-12-22;Perú;;;;;;;;;;;
3;50;1;España;2543;Ocio;1121;22-08-20;Estados Unidos;;;;;;;;;;;
4;45;2;España;2607;Otros;2819;04-04-19;Reino Unido;;;;;;;;;;;
3;48;3;España;2535;Ocio;1743;08-08-20;Estados Unidos;;;;;;;;;;;
4;35;2;España;2526;Ocio;1086;07-04-22;Estados Unidos;;;;;;;;;;;
4;33;1;Chile;2634;Ocio;2158;14-01-20;Estados Unidos;;;;;;;;;;;
3;39;2;España;2497;Otros;2723;15-07-22;Suiza;;;;;;;;;;;
3;35;4;España;2613;Ocio;1896;02-04-22;Estados Unidos;;;;;;;;;;;
2;47;4;Chile;3068;Ocio;1500;07-04-22;Brasil;;;;;;;;;;;
4;50;1;España;2635;Otros;1195;04-04-22;Alemania;;;;;;;;;;;
4;37;4;España;2712;Ocio;2047;03-04-22;Reino Unido;;;;;;;;;;;
1;49;2;Chile;3146;Negocios;2397;04-04-22;Estados Unidos;;;;;;;;;;;
3;34;1;México;2302;Negocios;1471;01-04-21;Canadá;;;;;;;;;;;
2;46;4;Chile;2940;Ocio;2640;18-02-20;Perú;;;;;;;;;;;
1;45;3;México;2139;Ocio;1316;27-02-21;España;;;;;;;;;;;
2;30;4;España;2803;Otros;1259;20-07-21;Estados Unidos;;;;;;;;;;;
4;32;4;Chile;2567;Ocio;2301;29-01-22;Colombia;;;;;;;;;;;
4;35;2;Chile;2658;Ocio;2093;07-04-21;Colombia;;;;;;;;;;;
3;48;4;Chile;2573;Ocio;1740;22-12-21;Argentina;;;;;;;;;;;
2;37;1;España;2670;Ocio;2058;10-08-21;Alemania;;;;;;;;;;;
4;32;1;Chile;2986;Otros;1997;04-04-20;Estados Unidos;;;;;;;;;;;
2;39;1;México;2174;Ocio;1196;03-04-19;Estados Unidos;;;;;;;;;;;
1;41;2;Chile;3092;Negocios;1761;01-04-19;Brasil;;;;;;;;;;;
1;47;2;España;2548;Negocios;2511;24-07-19;Francia;;;;;;;;;;;
2;32;3;México;2420;Negocios;1128;14-02-23;Colombia;;;;;;;;;;;
4;47;2;Chile;3158;Ocio;2968;04-04-20;Estados Unidos;;;;;;;;;;;
3;38;1;España;2726;Ocio;2888;16-08-20;Estados Unidos;;;;;;;;;;;
4;30;1;Chile;2607;Negocios;2682;23-01-22;Brasil;;;;;;;;;;;
3;48;1;México;2316;Negocios;1164;04-04-20;Estados Unidos;;;;;;;;;;;
3;39;4;España;2815;Otros;2795;06-04-22;Alemania;;;;;;;;;;;
1;50;2;España;2659;Ocio;1610;06-04-21;Reino Unido;;;;;;;;;;;
1;37;3;México;2117;Otros;1212;01-04-22;Estados Unidos;;;;;;;;;;;
2;31;3;Chile;2632;Negocios;2492;05-04-21;Estados Unidos;;;;;;;;;;;
2;50;3;Chile;2707;Ocio;1987;07-04-22;Perú;;;;;;;;;;;
2;40;4;México;2144;Otros;1132;02-04-21;España;;;;;;;;;;;
2;36;3;México;2343;Negocios;1162;01-03-20;Canadá;;;;;;;;;;;
1;39;2;España;2503;Negocios;2371;04-08-21;Reino Unido;;;;;;;;;;;
4;30;3;España;2562;Negocios;1088;05-04-22;Reino Unido;;;;;;;;;;;
2;36;2;España;2621;Otros;2723;11-08-20;Estados Unidos;;;;;;;;;;;
4;44;3;México;2140;Ocio;1156;14-01-23;Canadá;;;;;;;;;;;
1;34;4;México;2100;Otros;1319;23-12-19;Colombia;;;;;;;;;;;
1;45;2;Chile;3198;Otros;2800;02-04-21;Colombia;;;;;;;;;;;
3;38;4;Chile;3171;Otros;1916;07-04-20;Estados Unidos;;;;;;;;;;;
1;44;4;España;2588;Otros;2837;02-04-19;Suiza;;;;;;;;;;;
2;44;1;Chile;2613;Negocios;1943;13-02-23;Brasil;;;;;;;;;;;
1;48;3;España;2600;Otros;1605;14-08-22;Reino Unido;;;;;;;;;;;
1;35;1;Chile;3061;Otros;1791;05-04-19;Estados Unidos;;;;;;;;;;;
3;44;1;México;2317;Ocio;1088;07-04-20;Canadá;;;;;;;;;;;
4;35;3;España;2759;Ocio;2922;24-07-19;Francia;;;;;;;;;;;
1;40;1;México;2328;Otros;1243;06-04-20;España;;;;;;;;;;;
4;47;2;España;2743;Negocios;1809;20-09-22;Suiza;;;;;;;;;;;
3;39;1;Chile;2656;Ocio;2514;04-04-20;Colombia;;;;;;;;;;;
1;40;1;España;2564;Ocio;2388;07-04-19;Estados Unidos;;;;;;;;;;;
4;47;2;Chile;3172;Otros;2019;02-04-20;Estados Unidos;;;;;;;;;;;
1;45;1;España;2678;Negocios;2341;27-07-20;Francia;;;;;;;;;;;
3;45;3;Chile;2723;Ocio;2776;01-04-19;Colombia;;;;;;;;;;;
1;45;3;México;2314;Negocios;1399;05-04-21;España;;;;;;;;;;;
4;37;2;México;2258;Otros;1011;04-04-19;Cuba;;;;;;;;;;;
2;33;4;México;2362;Negocios;1417;07-04-21;Colombia;;;;;;;;;;;
4;49;2;España;2709;Ocio;2065;12-08-19;Alemania;;;;;;;;;;;
1;41;1;Chile;2904;Ocio;2333;07-04-19;Colombia;;;;;;;;;;;
4;33;1;Chile;2934;Otros;2326;12-02-23;Argentina;;;;;;;;;;;
2;33;2;Chile;2929;Ocio;1757;22-02-22;Estados Unidos;;;;;;;;;;;
4;30;1;Chile;2958;Ocio;2617;08-01-22;Perú;;;;;;;;;;;
4;45;2;España;2625;Ocio;1417;05-04-19;Estados Unidos;;;;;;;;;;;
4;42;1;México;2125;Ocio;1384;09-01-21;Estados Unidos;;;;;;;;;;;
3;34;4;Chile;2631;Negocios;1521;06-03-21;Colombia;;;;;;;;;;;
2;50;1;México;2108;Negocios;1376;21-12-22;Estados Unidos;;;;;;;;;;;
3;43;3;Chile;2558;Ocio;1795;03-04-22;Colombia;;;;;;;;;;;
4;33;3;México;2272;Negocios;1248;28-02-20;España;;;;;;;;;;;
3;31;1;España;2467;Negocios;2193;06-04-22;Reino Unido;;;;;;;;;;;
1;32;2;España;2802;Negocios;1699;02-08-21;Reino Unido;;;;;;;;;;;
1;37;1;Chile;3151;Negocios;2461;19-03-22;Estados Unidos;;;;;;;;;;;
4;39;4;Chile;3201;Ocio;2944;23-02-23;Argentina;;;;;;;;;;;
1;43;3;España;2571;Otros;1336;04-04-22;Alemania;;;;;;;;;;;
2;47;2;México;2115;Negocios;1211;04-03-23;España;;;;;;;;;;;
1;38;3;España;2462;Otros;1148;01-08-19;Estados Unidos;;;;;;;;;;;
4;43;4;España;2623;Otros;1932;09-08-22;Suiza;;;;;;;;;;;
3;42;3;España;2775;Negocios;1716;10-09-21;Reino Unido;;;;;;;;;;;
4;42;1;España;2600;Ocio;2466;04-04-22;Alemania;;;;;;;;;;;
2;50;4;México;2256;Negocios;1216;06-03-22;Canadá;;;;;;;;;;;
3;34;4;Chile;2959;Ocio;1957;06-04-19;Colombia;;;;;;;;;;;
1;38;2;México;2124;Ocio;1389;02-04-22;Canadá;;;;;;;;;;;
4;34;3;México;2389;Ocio;1485;02-04-19;España;;;;;;;;;;;
1;43;2;Chile;2804;Ocio;1927;01-04-21;Perú;;;;;;;;;;;
2;39;4;España;2458;Negocios;2890;02-04-22;Reino Unido;;;;;;;;;;;
4;46;3;México;2336;Negocios;1443;07-04-21;Cuba;;;;;;;;;;;
2;36;2;España;2650;Otros;1081;27-06-19;Reino Unido;;;;;;;;;;;
1;31;4;España;2606;Ocio;1632;01-04-21;Alemania;;;;;;;;;;;
1;31;4;Chile;2886;Negocios;2166;07-01-23;Argentina;;;;;;;;;;;
2;34;3;España;2626;Ocio;1185;08-09-19;Estados Unidos;;;;;;;;;;;
4;50;2;Chile;2899;Negocios;2450;10-03-23;Argentina;;;;;;;;;;;
1;45;4;España;2766;Otros;1131;26-07-19;Reino Unido;;;;;;;;;;;
3;50;1;Chile;2763;Negocios;1683;26-01-21;Estados Unidos;;;;;;;;;;;
4;41;2;México;2368;Ocio;1062;01-04-21;Estados Unidos;;;;;;;;;;;
4;50;1;Chile;3142;Otros;2996;07-04-21;Estados Unidos;;;;;;;;;;;
2;41;4;Chile;2555;Ocio;2866;19-01-20;Brasil;;;;;;;;;;;
2;39;3;México;2330;Ocio;1242;06-03-23;Colombia;;;;;;;;;;;
4;35;2;Chile;2888;Ocio;2443;18-03-23;Colombia;;;;;;;;;;;
3;44;4;España;2518;Negocios;2991;12-09-20;Alemania;;;;;;;;;;;
3;38;3;Chile;3072;Ocio;1945;01-04-22;Brasil;;;;;;;;;;;
4;41;1;Chile;3189;Otros;2084;04-03-22;Colombia;;;;;;;;;;;
1;43;4;España;2486;Ocio;1069;06-04-21;Francia;;;;;;;;;;;
2;47;3;Chile;2827;Negocios;2106;17-03-22;Estados Unidos;;;;;;;;;;;
2;34;1;Chile;2710;Ocio;1841;12-03-22;Argentina;;;;;;;;;;;
4;40;3;Chile;3123;Negocios;2220;15-02-23;Estados Unidos;;;;;;;;;;;
3;38;1;Chile;2970;Otros;2498;31-01-22;Colombia;;;;;;;;;;;
2;31;1;España;2510;Negocios;1913;06-09-19;Reino Unido;;;;;;;;;;;
4;50;4;Chile;2877;Ocio;2994;02-04-19;Colombia;;;;;;;;;;;
1;30;2;Chile;2957;Ocio;2765;04-04-21;Brasil;;;;;;;;;;;
2;39;3;Chile;3149;Negocios;1638;07-02-21;Estados Unidos;;;;;;;;;;;
3;49;4;Chile;2589;Ocio;2463;27-01-22;Argentina;;;;;;;;;;;
2;37;1;México;2333;Otros;1084;07-04-21;Colombia;;;;;;;;;;;
1;46;1;México;2021;Otros;1471;03-04-21;Cuba;;;;;;;;;;;
3;49;4;México;2102;Negocios;1375;28-12-19;España;;;;;;;;;;;
4;36;1;España;2607;Otros;2500;29-07-21;Suiza;;;;;;;;;;;
3;32;3;España;2758;Negocios;2646;03-04-19;Estados Unidos;;;;;;;;;;;
3;37;1;España;2647;Otros;2562;06-04-19;Estados Unidos;;;;;;;;;;;
1;41;1;México;2225;Ocio;1395;06-04-19;Canadá;;;;;;;;;;;
2;44;2;España;2526;Otros;1339;03-04-20;Reino Unido;;;;;;;;;;;
2;35;3;Chile;2904;Otros;1540;19-03-21;Argentina;;;;;;;;;;;
3;38;1;España;2803;Negocios;1664;18-09-20;Alemania;;;;;;;;;;;
4;50;3;España;2587;Ocio;1386;13-09-20;Suiza;;;;;;;;;;;
4;30;4;Chile;2645;Otros;2153;01-04-21;Colombia;;;;;;;;;;;
2;30;2;México;2293;Otros;1289;04-04-21;Colombia;;;;;;;;;;;
1;49;2;Chile;2593;Negocios;1806;04-01-22;Perú;;;;;;;;;;;
3;49;2;España;2690;Ocio;1264;06-04-22;Estados Unidos;;;;;;;;;;;
4;40;3;México;2082;Otros;1011;31-01-22;Canadá;;;;;;;;;;;
4;42;1;Chile;2681;Negocios;2979;16-02-21;Colombia;;;;;;;;;;;
1;48;2;España;2452;Ocio;2132;03-04-22;Estados Unidos;;;;;;;;;;;
1;49;4;México;2087;Negocios;1287;07-04-21;Colombia;;;;;;;;;;;
2;33;3;México;2083;Negocios;1200;02-04-21;Cuba;;;;;;;;;;;
3;35;2;España;2603;Ocio;2407;03-04-19;Alemania;;;;;;;;;;;
4;32;1;Chile;2626;Ocio;1976;20-02-20;Argentina;;;;;;;;;;;
1;45;1;España;2758;Otros;1289;17-07-21;Alemania;;;;;;;;;;;
3;30;3;Chile;3088;Otros;1978;07-04-20;Colombia;;;;;;;;;;;
3;50;4;España;2718;Otros;2235;07-04-20;Estados Unidos;;;;;;;;;;;
4;40;4;España;2807;Ocio;2024;03-04-22;Estados Unidos;;;;;;;;;;;
1;50;1;Chile;2916;Otros;1854;02-04-20;Estados Unidos;;;;;;;;;;;
3;30;4;España;2693;Negocios;1725;01-04-20;Suiza;;;;;;;;;;;
4;50;1;México;2184;Ocio;1390;03-04-21;Canadá;;;;;;;;;;;
2;50;3;España;2698;Otros;1056;03-04-19;Estados Unidos;;;;;;;;;;;
1;46;2;España;2459;Negocios;1731;03-04-22;Suiza;;;;;;;;;;;
3;49;1;Chile;3079;Negocios;2621;05-04-19;Argentina;;;;;;;;;;;
4;41;3;Chile;3111;Negocios;2081;06-04-21;Estados Unidos;;;;;;;;;;;
3;44;3;Chile;2834;Ocio;2238;24-12-22;Estados Unidos;;;;;;;;;;;
2;46;2;España;2584;Otros;2574;07-04-21;Suiza;;;;;;;;;;;
1;41;4;México;2136;Otros;1182;14-03-23;Cuba;;;;;;;;;;;
4;41;2;España;2687;Otros;1054;28-07-19;Reino Unido;;;;;;;;;;;
1;38;4;México;2130;Otros;1224;04-02-23;Estados Unidos;;;;;;;;;;;
4;46;3;España;2472;Negocios;1697;13-08-21;Francia;;;;;;;;;;;
1;34;3;España;2577;Otros;1162;03-04-22;Estados Unidos;;;;;;;;;;;
3;37;1;Chile;2894;Otros;1726;04-04-19;Estados Unidos;;;;;;;;;;;
1;47;4;España;2562;Otros;2564;21-07-21;Estados Unidos;;;;;;;;;;;
4;45;4;México;2105;Negocios;1301;03-04-21;Canadá;;;;;;;;;;;
1;43;3;México;2067;Ocio;1140;06-04-20;Cuba;;;;;;;;;;;
1;31;1;España;2811;Otros;2624;07-04-22;Estados Unidos;;;;;;;;;;;
2;48;2;España;2692;Ocio;1781;06-04-21;Estados Unidos;;;;;;;;;;;
1;32;1;España;2512;Ocio;1327;05-08-20;Suiza;;;;;;;;;;;
2;46;1;Chile;2965;Negocios;2503;26-12-19;Brasil;;;;;;;;;;;
2;49;3;México;2217;Otros;1326;23-02-23;Estados Unidos;;;;;;;;;;;
2;38;1;México;2151;Otros;1054;30-12-21;Canadá;;;;;;;;;;;
4;41;4;Chile;3175;Ocio;1982;12-03-20;Perú;;;;;;;;;;;
4;31;1;México;2373;Negocios;1155;05-04-21;España;;;;;;;;;;;
1;48;1;México;2381;Negocios;1067;08-02-22;Colombia;;;;;;;;;;;
4;49;4;México;2411;Negocios;1437;19-01-23;Colombia;;;;;;;;;;;
1;36;1;México;2205;Ocio;1448;03-04-22;Canadá;;;;;;;;;;;
3;49;4;España;2530;Negocios;2876;05-04-19;Alemania;;;;;;;;;;;
1;44;1;España;2755;Negocios;1058;26-06-20;Suiza;;;;;;;;;;;
4;46;2;España;2687;Ocio;1305;04-04-22;Reino Unido;;;;;;;;;;;
1;46;1;Chile;3089;Negocios;2025;19-03-23;Argentina;;;;;;;;;;;
1;41;2;Chile;2778;Negocios;2227;07-01-20;Brasil;;;;;;;;;;;
3;49;3;España;2754;Otros;1284;26-08-22;Estados Unidos;;;;;;;;;;;
4;40;1;México;2215;Negocios;1308;24-12-21;Canadá;;;;;;;;;;;
2;37;3;España;2630;Otros;1294;15-07-19;Alemania;;;;;;;;;;;
2;46;4;México;2298;Negocios;1447;19-02-22;Estados Unidos;;;;;;;;;;;
4;42;2;España;2545;Otros;1615;23-07-21;Alemania;;;;;;;;;;;
4;39;3;Chile;2601;Otros;1574;17-01-20;Perú;;;;;;;;;;;
3;36;2;España;2590;Negocios;1720;07-04-22;Reino Unido;;;;;;;;;;;
2;41;1;España;2513;Otros;1314;27-07-22;Reino Unido;;;;;;;;;;;
2;40;4;España;2733;Negocios;2234;02-09-20;Estados Unidos;;;;;;;;;;;
3;43;2;España;2514;Negocios;2081;09-08-22;Suiza;;;;;;;;;;;
2;37;2;España;2675;Ocio;2067;14-07-22;Suiza;;;;;;;;;;;
2;30;2;Chile;2586;Ocio;2428;02-04-20;Colombia;;;;;;;;;;;
4;40;3;España;2763;Ocio;2811;04-09-19;Alemania;;;;;;;;;;;
2;47;2;España;2780;Ocio;2774;27-08-19;Alemania;;;;;;;;;;;
1;48;1;España;2752;Ocio;2578;16-08-19;Reino Unido;;;;;;;;;;;
3;43;3;México;2068;Otros;1258;06-04-20;España;;;;;;;;;;;
3;38;1;México;2306;Otros;1242;03-04-20;España;;;;;;;;;;;
2;49;3;España;2795;Ocio;1552;28-07-19;Francia;;;;;;;;;;;
4;30;1;España;2684;Otros;1374;09-07-22;Francia;;;;;;;;;;;
4;30;4;Chile;2729;Otros;2664;07-04-20;Estados Unidos;;;;;;;;;;;
4;44;4;Chile;2820;Negocios;1695;17-02-21;Colombia;;;;;;;;;;;
4;41;2;España;2504;Otros;1409;05-04-22;Suiza;;;;;;;;;;;
2;41;4;Chile;2829;Negocios;2007;26-01-23;Brasil;;;;;;;;;;;
1;32;3;México;2346;Ocio;1035;04-03-21;Colombia;;;;;;;;;;;
3;47;1;México;2068;Otros;1156;31-01-23;Cuba;;;;;;;;;;;
1;48;3;México;2137;Negocios;1325;06-04-20;España;;;;;;;;;;;
1;33;3;España;2538;Ocio;1513;14-08-21;Suiza;;;;;;;;;;;
2;44;3;México;2321;Otros;1052;03-04-21;Canadá;;;;;;;;;;;
3;40;1;México;2003;Negocios;1341;01-02-23;Colombia;;;;;;;;;;;
4;48;4;España;2534;Otros;1992;21-07-20;Francia;;;;;;;;;;;
3;32;2;España;2494;Otros;1953;02-04-21;Reino Unido;;;;;;;;;;;
1;35;2;México;2348;Negocios;1083;07-04-20;Estados Unidos;;;;;;;;;;;
3;41;3;España;2685;Otros;2610;24-08-20;Suiza;;;;;;;;;;;
4;41;3;España;2797;Negocios;1394;21-08-20;Estados Unidos;;;;;;;;;;;
1;31;4;Chile;2888;Otros;2108;22-12-19;Argentina;;;;;;;;;;;
2;46;4;Chile;3125;Otros;2885;04-02-22;Perú;;;;;;;;;;;
1;42;4;España;2635;Negocios;1295;09-09-19;Francia;;;;;;;;;;;
1;41;2;México;2151;Negocios;1354;05-04-20;Colombia;;;;;;;;;;;
2;48;3;Chile;2556;Negocios;2907;23-02-21;Perú;;;;;;;;;;;
4;31;2;México;2252;Otros;1235;09-02-22;Canadá;;;;;;;;;;;
2;41;1;México;2078;Negocios;1155;01-01-21;Estados Unidos;;;;;;;;;;;
4;31;4;Chile;3214;Otros;2478;04-03-23;Estados Unidos;;;;;;;;;;;
3;33;3;Chile;2813;Negocios;1968;05-04-20;Argentina;;;;;;;;;;;
2;37;3;España;2608;Negocios;2253;01-04-22;Reino Unido;;;;;;;;;;;
1;45;1;España;2818;Negocios;2020;11-09-22;Estados Unidos;;;;;;;;;;;
2;49;1;México;2027;Negocios;1371;05-04-21;Estados Unidos;;;;;;;;;;;
3;46;3;México;2346;Otros;1111;07-04-22;España;;;;;;;;;;;
3;45;3;España;2724;Ocio;1961;05-04-20;Reino Unido;;;;;;;;;;;
4;43;4;México;2366;Otros;1158;29-12-20;Estados Unidos;;;;;;;;;;;
4;50;1;España;2726;Otros;1907;05-09-21;Reino Unido;;;;;;;;;;;
1;40;4;Chile;2723;Otros;1758;22-02-23;Estados Unidos;;;;;;;;;;;
1;40;1;España;2534;Negocios;1378;18-07-22;Reino Unido;;;;;;;;;;;
1;50;1;España;2583;Ocio;2276;04-04-19;Estados Unidos;;;;;;;;;;;
2;44;4;España;2722;Negocios;2897;09-08-20;Alemania;;;;;;;;;;;
3;34;2;Chile;2798;Otros;1639;05-04-22;Perú;;;;;;;;;;;
4;31;3;Chile;2947;Negocios;1534;05-04-22;Colombia;;;;;;;;;;;
2;44;3;España;2527;Ocio;2904;05-04-19;Alemania;;;;;;;;;;;
1;49;4;Chile;2584;Negocios;1866;10-03-21;Perú;;;;;;;;;;;
2;32;4;Chile;2782;Negocios;1794;23-12-22;Colombia;;;;;;;;;;;
1;43;1;México;2209;Ocio;1332;02-04-19;Estados Unidos;;;;;;;;;;;
1;39;1;México;2319;Ocio;1397;02-04-20;Colombia;;;;;;;;;;;
2;35;3;México;2030;Ocio;1318;04-04-21;Cuba;;;;;;;;;;;
4;37;2;España;2528;Ocio;1166;09-07-19;Estados Unidos;;;;;;;;;;;
2;49;3;Chile;2989;Negocios;2627;01-04-19;Argentina;;;;;;;;;;;
1;36;1;México;2363;Negocios;1243;07-04-19;Colombia;;;;;;;;;;;
4;31;3;México;2359;Negocios;1184;01-04-22;España;;;;;;;;;;;
1;45;3;México;2126;Otros;1054;04-02-20;Cuba;;;;;;;;;;;
3;30;4;Chile;2807;Negocios;2521;30-01-23;Argentina;;;;;;;;;;;
1;44;1;España;2465;Otros;1254;03-04-21;Suiza;;;;;;;;;;;
3;38;3;España;2669;Otros;2123;03-04-20;Francia;;;;;;;;;;;
2;45;4;Chile;3198;Otros;2983;28-01-21;Argentina;;;;;;;;;;;
3;48;4;España;2505;Negocios;2295;01-04-22;Suiza;;;;;;;;;;;
3;37;2;Chile;3124;Ocio;2740;01-04-19;Brasil;;;;;;;;;;;
3;41;1;Chile;2952;Otros;2063;03-04-20;Argentina;;;;;;;;;;;
1;30;4;México;2270;Negocios;1327;05-04-21;Cuba;;;;;;;;;;;
4;38;4;México;2240;Ocio;1474;10-01-22;Canadá;;;;;;;;;;;
3;33;1;Chile;2838;Ocio;1774;07-04-22;Perú;;;;;;;;;;;
1;40;2;Chile;2659;Otros;2159;11-02-23;Colombia;;;;;;;;;;;
2;44;1;España;2793;Ocio;1739;05-04-22;Reino Unido;;;;;;;;;;;
1;43;3;España;2635;Otros;2043;27-07-21;Alemania;;;;;;;;;;;
4;37;1;España;2585;Otros;1050;16-09-20;Reino Unido;;;;;;;;;;;
3;50;4;España;2795;Negocios;2034;29-06-22;Alemania;;;;;;;;;;;
2;37;2;México;2114;Ocio;1043;08-03-21;Estados Unidos;;;;;;;;;;;
3;38;3;México;2255;Ocio;1376;03-04-20;Colombia;;;;;;;;;;;
2;47;3;Chile;3117;Otros;2090;04-04-19;Perú;;;;;;;;;;;
3;37;4;España;2621;Otros;1868;01-04-19;Suiza;;;;;;;;;;;
1;48;4;México;2221;Otros;1027;04-01-22;Estados Unidos;;;;;;;;;;;
4;42;1;México;2358;Otros;1256;16-02-23;Estados Unidos;;;;;;;;;;;
2;31;4;España;2450;Negocios;2547;17-08-19;Reino Unido;;;;;;;;;;;
1;32;2;Chile;3217;Ocio;1870;23-02-22;Brasil;;;;;;;;;;;
2;31;3;México;2006;Negocios;1341;29-01-22;España;;;;;;;;;;;
1;48;4;Chile;2904;Negocios;2188;04-04-19;Colombia;;;;;;;;;;;
3;43;3;España;2633;Otros;2165;04-04-22;Francia;;;;;;;;;;;
2;38;2;México;2220;Otros;1332;15-01-21;España;;;;;;;;;;;
2;47;4;México;2342;Negocios;1320;18-01-23;Cuba;;;;;;;;;;;
1;34;2;Chile;2868;Otros;2376;14-01-21;Brasil;;;;;;;;;;;
4;48;3;México;2176;Otros;1451;01-04-22;Canadá;;;;;;;;;;;
1;31;3;México;2011;Otros;1362;03-04-22;Estados Unidos;;;;;;;;;;;
3;34;4;España;2477;Otros;1454;09-08-19;Suiza;;;;;;;;;;;
2;47;3;Chile;2792;Otros;1514;22-02-22;Argentina;;;;;;;;;;;
1;48;2;México;2146;Otros;1232;22-12-19;Estados Unidos;;;;;;;;;;;
2;39;4;Chile;2646;Negocios;2554;01-04-21;Estados Unidos;;;;;;;;;;;
3;36;2;España;2811;Negocios;2960;04-04-19;Francia;;;;;;;;;;;
4;42;4;México;2198;Ocio;1016;06-03-23;Colombia;;;;;;;;;;;
3;40;1;Chile;3058;Ocio;2825;23-12-20;Perú;;;;;;;;;;;
1;32;2;Chile;3115;Negocios;1958;07-04-20;Perú;;;;;;;;;;;
4;45;4;Chile;2906;Otros;2290;14-03-21;Argentina;;;;;;;;;;;
2;39;2;México;2232;Negocios;1213;10-03-21;Cuba;;;;;;;;;;;
4;48;3;España;2679;Negocios;1286;06-04-19;Estados Unidos;;;;;;;;;;;
2;31;1;México;2229;Ocio;1036;07-04-20;Cuba;;;;;;;;;;;
3;30;4;México;2389;Negocios;1351;11-01-22;Canadá;;;;;;;;;;;
1;31;1;España;2460;Negocios;2964;04-04-21;Alemania;;;;;;;;;;;
1;34;3;Chile;2700;Ocio;1995;01-02-21;Estados Unidos;;;;;;;;;;;
3;50;1;Chile;2779;Otros;1590;03-01-20;Perú;;;;;;;;;;;
1;38;3;Chile;3133;Ocio;2852;04-04-20;Colombia;;;;;;;;;;;
4;49;2;Chile;2856;Negocios;1962;03-04-22;Perú;;;;;;;;;;;
3;38;2;México;2141;Negocios;1308;04-04-19;España;;;;;;;;;;;
4;50;2;México;2290;Ocio;1378;07-04-20;España;;;;;;;;;;;
3;49;3;España;2659;Ocio;2389;01-04-20;Francia;;;;;;;;;;;
3;40;3;México;2048;Ocio;1441;05-04-20;Estados Unidos;;;;;;;;;;;
3;42;1;México;2216;Ocio;1248;01-04-21;Canadá;;;;;;;;;;;
3;37;4;México;2429;Ocio;1126;02-04-19;Canadá;;;;;;;;;;;
4;47;1;México;2198;Negocios;1342;20-02-20;España;;;;;;;;;;;
4;45;2;España;2809;Ocio;1665;03-04-19;Suiza;;;;;;;;;;;
4;33;2;Chile;3043;Negocios;1902;02-04-19;Colombia;;;;;;;;;;;
4;45;3;Chile;3149;Otros;2516;17-01-22;Estados Unidos;;;;;;;;;;;
4;48;1;México;2255;Ocio;1307;07-04-22;Colombia;;;;;;;;;;;
3;49;2;Chile;3125;Negocios;1511;02-04-19;Estados Unidos;;;;;;;;;;;
2;48;1;México;2131;Ocio;1387;05-04-21;España;;;;;;;;;;;
1;40;3;Chile;2792;Otros;2780;04-04-21;Estados Unidos;;;;;;;;;;;
4;36;3;México;2026;Otros;1365;19-03-21;Colombia;;;;;;;;;;;
1;38;2;México;2382;Ocio;1377;03-02-21;España;;;;;;;;;;;
3;37;1;Chile;3133;Negocios;2066;06-04-19;Perú;;;;;;;;;;;
2;35;4;Chile;2783;Negocios;1839;03-04-22;Colombia;;;;;;;;;;;
1;49;1;Chile;3054;Otros;2073;02-04-22;Estados Unidos;;;;;;;;;;;
4;30;1;México;2048;Otros;1486;03-04-20;España;;;;;;;;;;;
4;40;1;España;2766;Ocio;1401;06-04-20;Reino Unido;;;;;;;;;;;
3;45;4;Chile;2927;Otros;1553;06-04-20;Perú;;;;;;;;;;;
2;34;3;Chile;2768;Otros;2851;04-04-22;Colombia;;;;;;;;;;;
3;43;4;México;2199;Ocio;1454;12-01-20;Canadá;;;;;;;;;;;
1;30;1;México;2013;Otros;1305;11-03-23;Canadá;;;;;;;;;;;
3;31;3;Chile;2896;Ocio;2608;13-01-20;Brasil;;;;;;;;;;;
4;32;2;México;2195;Ocio;1343;07-04-21;Estados Unidos;;;;;;;;;;;
3;44;1;México;2395;Negocios;1102;06-04-21;España;;;;;;;;;;;
2;44;1;México;2170;Otros;1475;02-04-19;Canadá;;;;;;;;;;;
3;47;4;España;2751;Ocio;2354;17-09-19;Francia;;;;;;;;;;;
2;41;1;Chile;2748;Otros;2373;01-02-20;Estados Unidos;;;;;;;;;;;
3;36;3;México;2393;Negocios;1351;04-04-20;Cuba;;;;;;;;;;;
2;46;1;México;2118;Ocio;1262;06-04-20;Estados Unidos;;;;;;;;;;;
3;30;4;Chile;3025;Ocio;1506;21-01-21;Estados Unidos;;;;;;;;;;;
